TAREAS ESTANDAR DE CORRECTIVO;;;;CORRECTIVE TASKS;;;CAMBIOS
ACR05;ACR05T70;Electrónica;Sustitución de tarjetas o reparaciones mecánicas tipo tornillería del Control electrónico del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR05T70;Electronic ;Replacement of cards or fastener type mechanical repairs of the electronic control of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators);
ACR05;ACR05T71;Electrónica;Sustitución y reparación posterior de Control electrónico completo del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida)  ;ACR05T71;Electronic ;Replacement and subsequent repair of the complete electronic control of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)  ;
ACR05;ACR05T79;Electrónica;Inspección sin encontrar anomalía en el funcionamiento de Electrónica del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida)  ;ACR05T79;Electronic ;Inspection without finding anomaly in the functionality of Electronic control of OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators).;
ACR0501;ACR0501no;DCCU;;ACR0501no;DCDC Control unit;;
ACR0502;ACR0502no;UCU;;ACR0502no;UCS control unit;;
ACR0503;ACR0503no;FAID;;ACR0503no;Power supply ;;
ACR06;ACR06T62;Condensadores;Sustitución y desecho de Condensadores de Filtro y de Modo común u otros elementos pertenecientes a Filtro  por no ser reparables;ACR06T62;Capacitors;Replacement and disposal of the filter and common mode capacitors that are beyond repair;
ACR06;ACR06T70;Filtros;"Reparación o sustitución de elementos pertenecientes a Filtro de entrada como Condensadores de Modo común, de filtro, bobinas, resistencias, etc…
Se incluye reapriete de tornillería.";ACR06T70;Filtros;"Repair or replacement of elements belonging to the Input filter such as Common mode and filter capacitor mode, coils, resistors, etc…
Retightening is included";
ACR06;ACR06T79;Filtros;Inspección sin encontrar anomalía en el funcionamiento del Condensador Filtro o Condensador Modo Común del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida)  ;ACR06T79;Filtros;Inspection without finding anomaly in the functionality of Filter or Common mode capacitors of OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators).;
ACR0601;ACR0601no;Condensador Filtro;;ACR0601no;Filter capacitor;;
ACR0602;ACR0602no;Condensador Modo Común;;ACR0602no;Common capacitor mode;;
ACR07;ACR07T70;Cofre o Envolvente;"Reparación o sustitución de elementos pertenecientes a la estructura de Cofre o Envolvente como Tapas, Puertas, Trampillas, Juntas, Cierres, Bisagras, Cerraduras, Tornillería, Sirgas, etc…  
Se incluyen reparaciones como Pintado y Limpieza  ";ACR07T70;Evolve;"Repair or replacement of elements belonging to the box or enclosure structure such as covers, doors, hatches, joints, seals, hinges, locks, fasteners, cables, etc... 
Includes repairs such as painting and cleaning. ";
ACR07;ACR07T79;Cofre o Envolvente;Inspección sin encontrar anomalía en el Cofre o Envolvente del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida) o sus elementos como Tapas y puertas, Juntas, Cierres y bisagras, Pintura y Aparellaje mecánico interno.  ;ACR07T79;Evolve;Inspection without finding anomaly in the Evolve of OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) or its parts such as Traps and doors, Gaskets, Locks and hinges, Paint and internal mechanical gear.   .;
ACR0701;ACR0701no;Tapas y puertas;;ACR0701no;Traps and doors;;
ACR0702;ACR0702no;Juntas;;ACR0702no;Gaskets;;
ACR0703;ACR0703no;Cierres y bisagras;;ACR0703no;Locks and hinges;;
ACR0704;ACR0704no;Pintura;;ACR0704no;Paint;;
ACR0705;ACR0705no;Aparellaje mecánico;;ACR0705no;Mechanical gear;;
ACR08;ACR08T62;Rama ACR;Sustitución y desecho de Rama de Ultracondensadores de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida) por no ser reparable;ACR08T62;Ultracapacitor module;Replacement and disposal of the ultracapacitor moduleof the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) that are beyond repair.;
ACR08;ACR08T71;Rama ACR;Sustitución y reparación posterior de Rama de Ultracondensadores de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR08T71;Ultracapacitor module;Replacement and subsequent repair of the Ultracapacitor module of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)/ACR (Fast Charge Acumulators);
ACR08;ACR08T79;Rama ACR;Inspección sin encontrar anomalía en el funcionamiento Rama de Ultracondensadores de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida).;ACR08T79;Ultracapacitor module;Inspection without finding anomaly in the functionality of Ultracapacitor module of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)/ACR (Fast Charge Acumulators);
ACR0801;ACR0801T62;Cesta ACR;Sustitución y desecho por no ser reparable de Cesta de Ultracondensadores en Rama de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR0801T62;Ultracapacitor submodule;Replacement and disposal of the Ultracapacitor submodule of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) that is beyond repair.;
ACR0801;ACR0801T70;Cesta ACR;Reparación o sustitución de elementos pertenecientes a la Cesta de Ultracondensadores como Tarjetas de equilibrado, Ultracondensadores, pletinas y tornillería de conexionado, sujeciones, etc;ACR0801T70;Ultracapacitor submodule;Repair or replacement of elements belonging to the Ultracapacitor submodule such as balancing cards, ultracapacitors, bars and connection fasteners, fixings, etc...;
ACR080101;ACR080101no;    Ultracap;;ACR080101no;Ultracap;;
ACR080102;ACR080102no;    Tarjeta de equilibrado;;ACR080102no;Equalizing card;;
ACR080103;ACR080103no;    Pletina;;ACR080103no;Board;;
ACR09;ACR09T70;Grupo Refrigeración;Reparación o sustitución de elementos pertenecientes a  Módulo de refrigeración del Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida) como Ventiladores, Compresor, Intercambiador, Presostatos de seguridad, Transductores de presión, Radiadores, Válvula de expansión, etc... Se incluye reparación o sustitución de Bomba de agua, Circuito hidráulico, Depósito de refrigerante, Calentador, sujeciones, bridas, racores, tornillería, etc;ACR09T70;Cooling system;"Repair or replacement of elements belonging to the cooling module of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) such as fans, compressor, heat exchanger, safety pressure switches, pressure transducers, radiators, expansión valve, etc... 
Includes repair or replacement of the water pump, hydraulic circuit, coolant tank, heater, fixings, cable ties, fittings, fasteners, etc...";
ACR09;ACR09T71;Grupo Refrigeración;Sustitución y reparación posterior de Módulo de refrigeración de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR09T71;Cooling system;Replacement and subsequent repair of the cooling module of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators);
ACR09;ACR09T79;Grupo Refrigeración;Inspección sin encontrar anomalía en el funcionamiento Grupo Refrigeración de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR09T79;Cooling system;Inspection without finding anomaly in the functionality of the Cooling system of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)/ACR (Fast Charge Acumulators);
ACR0901;ACR0901no;Ventiladores;;ACR0901no;Fans;;
ACR0902;ACR0902no;Otros componentes;;ACR0902no;Another components;;
ACR10;ACR10T70;Cableado;"Reparación de cableado CC de baja y alta y de AC de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida)  
Se incluye reparación o sustitución de elementos como regletas, conectores, sujeciones, pasamuros, bridas, mangueras, etc... y reapriete de sujeciones de conducciónes de cableado  ";ACR10T70;Wiring;"Repair of high and low voltage DC and AC wiring of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators). 
Repair or replacement is included of elements such as terminal blocks, connectors, fixings, wall bushings, cable ties, hoses, etc... and retightening of cable conduit fixings  ";
ACR10;ACR10T79;Cableado;Inspección sin encontrar anomalía en Cableado de alta, baja y alterna de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida).;ACR10T79;Wiring;Inspection without finding anomaly in the Low, High and AC wiring of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)/ACR (Fast Charge Acumulators);
ACR1001;ACR1001no;Cableado baja;;ACR1001no;Low voltage wiring;;
ACR1002;ACR1002no;Cableado alta;;ACR1002no;High voltage wiring;;
ACR1003;ACR1003no;Cableado AC;;ACR1003no;AC wiring;;
ACR11;ACR11T62;Rama Batería;Sustitución y desecho de Rama de Baterías de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida) por no ser reparable;ACR11T62;Battery  module;Replacement and disposal of the battery branch of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) that is beyond repair.;
ACR11;ACR11T71;Rama Batería;Sustitución y reparación posterior de Rama de Baterías de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR11T71;Battery  module;Replacement and subsequent repair of the battery branch of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators).;
ACR11;ACR11T79;Rama Batería;Inspección sin encontrar anomalía en el funcionamiento de la Rama Batería de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida);ACR11T79;Battery  module;Inspection without finding anomaly in the functionality of the Battery  module of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators)/ACR (Fast Charge Acumulators);
ACR1101;ACR1101T62;Cesta Batería;Sustitución y desecho de Cesta de Baterías en Rama de Equipo OESS (On board Energy Storage System)/ACR (Acumuladores de Carga Rápida) por no ser reparable;ACR1101T62;Battery submodule;Replacement and disposal of the branch battery basket of the OESS Equipment (On board Energy Storage System)/ACR (Fast Charge Acumulators) that is beyond repair.;
BAS;BAS;Sistema de basculación de caja;;BASno;Carbody tilt system;;
BAS01;BAS01T70;Sistema de control de basculación;"Reparación o sustitución de elementos pertenecientes a Sistema de control de basculación como Módulos de alimentación, CPU, de señales, de comunicación, etc…  
Se incluyen Interfaces persona-maquina como Displays, Pulsadores indicadores, avisadores acústicos, etc... reparación o sustitución de Sistemas de acelerómetros, medición de ángulo, giroscopios, etc";BAS01T70;Tilt control system;"Repair or replacement of elements belonging to the tilting control system such as power supply, CPU, signal, communication, etc... modules. 
Includes human machine interfaces such as displays, indicator pushbuttons, acoustic warning devices, etc...
Repair or replacement of accelerometer, angle measurement, gyroscope, etc... systems";
BAS01;BAS01T79;Sistema de control de basculación;;BAS01T79;Tilt control system;;
BAS0101;BAS0101no;Módulos de alimentación;;BAS0101no;Power supply modules;;
BAS0102;BAS0102no;Módulos CPU;;BAS0102no;CPU modules;;
BAS0103;BAS0103no;Módulos señales E/S;;BAS0103no;I/O signal modules;;
BAS0104;BAS0104no;Módulos de comunicación;;BAS0104no;Communication modules.;;
BAS0105;BAS0105no;Interface persona-sistema;;BAS0105no;Person-system interface;;
BAS010501;BAS010501no;    Display;;BAS010501no;Display;;
BAS010502;BAS010502no;    Pulsadores, indicadores, avisadores acústicos;;BAS010502no;Press buttons/Indicators/sound warnings;;
BAS0106;BAS0106no;Sistemas GPS;;BAS0106no;GPS system;;
BAS0107;BAS0107no;Sistema de acelerómetros;;BAS0107no;Accelerometer system;;
BAS0108;BAS0108no;Sistema de ruedas fónicas;;BAS0108no;Phonic wheel system;;
BAS0109;BAS0109no;Sistema de medición de ángulo;;BAS0109no;Angle measuring system;;
BAS0110;BAS0110no;Sistema de giróscopos;;BAS0110no;Gyroscope system;;
BAS02;BAS02T70;Sistema de control de actuadores;Reparación o sustitución de elementos pertenecientes de forma exclusiva al Sistema de control de actuadores como Módulos CPU, de alimentación, de señales y comunicaciones  reparación de Sistemas de frenado y refrigeración del Sistema de control del actuador;BAS02T70;Operator control system;Repair or replacement of elements that exclusively belong to the actuator control system such as CPU, power supply, signal and communications modules. Repair of braking and cooling systems of the actuator control system;
BAS02;BAS02T79;Sistema de control de actuadores;;BAS02T79;Operator control system;;
BAS0201;BAS0201no;Modulo CPU;;BAS0201no;CPU module;;
BAS0202;BAS0202no;Módulos de alimentación;;BAS0202no;Power supply modules;;
BAS0203;BAS0203no;Módulos señales E/S;;BAS0203no;I/O signals modules;;
BAS0204;BAS0204no;Módulos de comunicaciones;;BAS0204no;Communication modules;;
BAS0205;BAS0205no;Resistencias de frenado;;BAS0205no;Braking resistors;;
BAS0206;BAS0206no;Sistema de refrigeración;;BAS0206no;Cooling system;;
BAS03;BAS03T70;Actuadores de basculación;"Reparación o sustitución de elementos pertenecientes a Conjunto actuador como sujeciones, bulones, tornillería, bastidor, rejillas de protección, bridas, etc…  
Sustitución de Motor, Se incluye la reparación del Sistema de lubricación del Conjunto actuador";BAS03T70;Tilt actuators;"Repair or replacement of elements belonging to the actuator assembly such as fixing, bolts, fasteners, frame, protective grilles, cable ties, etc... 
Replacement of the motor, includes the repair of the lubrication system for the actuator assembly";
BAS03;BAS03T71;Actuadores de basculación;Sustitución y reparación posterior de conjunto actuador completo;BAS03T71;Tilt actuators;Replacement and subsequent repair of the complete actuator assembly;
BAS03;BAS03T79;Actuadores de basculación;;BAS03T79;Tilt actuators;;
BAS0301;BAS0301no;Actuadores;;BAS0301no;Actuators;;
BAS0302;BAS0302no;Sistema de lubricación actuadores;;BAS0302no;Actuator lubrication system;;
BAS04;BAS04no;Aparellaje eléctrico;;BAS04no;Electrical gear;;
BAS04;BAS04T70;Aparellaje eléctrico;Reparación de cableado interno del Sistema de Basculación en conectores, regletas, conexionados, etc… ;BAS04T70;Electrical gear;Repair of internal wiring of the tilting system on connectors, terminal blocks, connections, etc... ;
BAS04;BAS04T79;Aparellaje eléctrico;;BAS04T79;Electrical gear;;
BOG;BOG;Bogie;;BOGno;Bogie;;
BOG01;BOG01T79;Elementos de rodadura;"Inspeccióne de bogies por denuncias de ruidos en rodadura sin detección de anomalía.
Inspección de parámetros de rodadura por sospecha de planos sin encontrar anomalía
Inspección sin encontrar anomalía de elementos de rodadura como ruedas, ejes, cajas de grasa, rodamientos, discos de freno, dispositivos PAT, sensores de rodadura o puente montado cuando aplique.";BOG01T79;Wheelsets;"Inspection of bogies due to reports of noise in rolling gear without detecting an anomaly
Wheel parameters inspection for suspected flats with no failure found.
Fault not found in Wheelsets parts such as wheels, axels, axel boxes, bearings, brake discs, Earthing devices, sensors or axel bridge if applicable. ";
BOG0101;BOG0101T15;Ruedas;"Retorneados derivados de deslizamientos no controlados  Si encontramos el causante del defecto en rueda, como un mal funcionamiento de BCU, Sensor de velocidad, Electroválvula de antibloqueo, etc… se debe utilizar la clave correspondiente al elemento que provoca la falla  
Utilizar esta clave/actuación si el retorneado deriva de un defecto en rueda como coqueras, escoriaciones, etc";BOG0101T15;Wheels;"Turning resulting from uncontrolled sliding. If the cause of the defect on the wheel is found, such as malfunctioning of the BCU, speed sensor, wheel slide solenoid valve, etc... the code corresponding to the element that cause the failure must be used. 
Use this code/actuation if the turning is a result of a wheel defect such as imperfections, abrasions, etc...";
BOG0101;BOG0101T70;Ruedas;"Reparaciones en ruedas  reparación de mecanizados  
Repintados  
Limpieza de rueda por exceso de grasa o suciedad
Sustitución de trencillas de masa.";BOG0101T70;Wheels;"Repairs on wheels  
Repair of machined parts Repainting  
Wheel cleaning due to excess grease or dirt
Replacement of earthing shunts.";
BOG010101;BOG010101T62;    Rueda enteriza;Sustitución y desecho de rueda enteriza;BOG010101T62;Monoblock wheel;Replacement and disposal of monoblock wheel;
BOG01010101;BOG01010101no;    Cuerpo;;BOG01010101no;hub;;
BOG01010102;BOG01010102no;    Velo;;BOG01010102no;web;;
BOG01010103;BOG01010103no;    Rodadura;;BOG01010103no;rim;;
BOG01010104;BOG01010104no;    Elemento insonorizador;;BOG01010104no;insonorization element;;
BOG010102;BOG010102T62;    Rueda con bandaje;Sustitución y desecho de rueda con bandaje;BOG010102T62;Tyred wheel;Replacement and disposal of tyred wheel.;
BOG01010201;BOG01010201no;    Cuerpo;;BOG01010201no;hub;;
BOG01010202;BOG01010202no;    Velo;;BOG01010202no;wheel center;;
BOG01010203;BOG01010203T62;    Bandaje;Sustitución y desecho de bandaje de Rueda con bandaje;BOG01010203T62;Tyre;Replacement and disposal of tyred wheel.;
BOG01010204;BOG01010204no;    Elementos de goma;;BOG01010204no;rubber ring;;
BOG01010205;BOG01010205no;    Trenzas eléctricas;;BOG01010205no;earth straps;;
BOG01010206;BOG01010206no;    Elemento insonorizador;;BOG01010206no;insonorization element;;
BOG010103;BOG010103T62;    Rueda neumática-portadora;Sustitución y desecho de ruedas neumáticas  ;BOG010103T62;Neumatic wheel;Replacement and disposal of pneumatic tyres  ;
BOG010103;BOG010103T70;    Rueda neumática-portadora;Reparación o sustitución de partes pertenecientes al conjunto Rueda neumática-portadora como Tapas, tornillería, válvulas, etc…;BOG010103T70;Neumatic wheel;Repair or replacement of parts belonging to the pneumatic wheel assembly such as covers, fasteners, valves, etc...;
BOG010104;BOG010104T62;    Rueda de Seguridad;Sustitución y desecho de ruedas de seguridad ;BOG010104T62;Security wheel;Replacement and disposal of safety wheels ;
BOG010104;BOG010104T70;    Rueda de Seguridad;Reparación o sustitución de partes pertenecientes al conjunto Rueda de seguridad;BOG010104T70;Security wheel;Repair or replacement of parts belonging to the safety wheel assembly;
BOG0102;BOG0102T62;Ejes;"Sustitución y desecho de eje por tener defectos  
Si se sustituye porque la reductora tiene un problema (BOG12) o porque las ruedas han llegado de forma prematura a final de vida (BOG0101), imputar a estos elementos    ";BOG0102T62;Axles;"Replacement and disposal of axle due to defects. 
If it is replaced because the gearbox has a problem (BOG12) or because the wheels have prematurely reached the end of their lifespan (BOG0101), impute it to these elements    ";
BOG0102;BOG0102T72;Ejes;Repintado de ejes como consecuencia de impactos de balasto u otros objetos en vía  ;BOG0102T72;Axles;Repainting of axles as a consequence of the impact of ballast or other objects on the track  ;
BOG0103;BOG0103T70;Cajas de grasa;Reaprietes de tornillería de caja grasa  reparación de mecanizados o repintados  sustitución de juntas, tornillería, tapas, etc...;BOG0103T70;Axle boxes;Retightening of axle box fasteners.  Repair of machined or repeated items.   Replacement of joints, fasteners, covers, etc... ;
BOG0104;BOG0104T62;Rodamientos;Sustitución y desecho de rodamientos por no ser reparables o reacondicionados;BOG0104T62;Bearings;Replacement and disposal of bearings that are beyond repair or reconditioned;
BOG0104;BOG0104T71;Rodamientos;Sustitución de rodamientos y posterior reacondicionamiento ;BOG0104T71;Bearings;Replacement of bearings and subsequent reconditioning ;
BOG0105;BOG0105T62;Disco Freno;Sustitución y desecho de discos de freno por no ser posible su recuperación por fin de vida útil o daños irreparables;BOG0105T62;Disc Brake;Replacement and disposal of brake discs that cannot be recovered due to the end of their lifespan or have irreparable damage;
BOG0105;BOG0105T70;Disco Freno;Sustitución de tornillería y anillos de fricción  Se incluye reapriete de tornillería ;BOG0105T70;Disc Brake;Replacement of fasteners and friction rings  Includes retightening of fasteners ;
BOG0106;BOG0106T70;Dispositivos puesta a tierra;Reparación o sustitución de elementos pertenecientes a conjunto Dispositivo puesta a tierra  ;BOG0106T70;Earthing devices;Repair or replacement of elements belonging to the earthing device assembly  ;
BOG0106;BOG0106T71;Dispositivos puesta a tierra;Sustitución y reparación posterior de Dispositivo puesta a tierra  ;BOG0106T71;Earthing devices;Replacement and subsequent repair of the earthing device  ;
BOG0107;BOG0107T01;Sensorización en eje;Limpieza de cabeza sensora;BOG0107T01;Axel sensors;Sensor head cleaning;
BOG0107;BOG0107T16;Sensorización en eje;Ajuste de aproximacion a rueda fónica;BOG0107T16;Axel sensors;Adjustment of phonic wheel clearance;
BOG0107;BOG0107T62;Sensorización en eje;Sustitución y desecho de sensores de velocidad de equipo de freno o registrador y sensores de temperatura y vibraciones por no ser reparable;BOG0107T62;Axel sensors;Replacement and disposal of brake system or event recorder speed sensors and temperature and vibration sensors that are beyond repair;14/10/2022
BOG0107;BOG0107T70;Sensorización en eje;Sustitución o reparación de elementos pertenecientes al equipo de sensorización como cableado, tornillería y brida de sujeción, juntas de estanqueidad, conexionado,  rueda fónica, etc... Reapriete de sujeción de Sensor;BOG0107T70;Axel sensors;Replacement or repair of elements belonging to the sensor equipment such as wiring, fasteners, clamps, seals, connections, phonic wheel etc... Retightening of the sensor fixing;12/08/2021
BOG0107;BOG0107T71;Sensorización en eje;Sustitución y reparación posterior de sensores de velocidad de equipo de freno o registrador y sensores de  temperatura y vibraciones;BOG0107T71;Axel sensors;Replacement and subsequent repair of brake system or event recorder speed sensors and temperature and vibration sensors;
BOG010701;BOG010701no;Sensor de velocidad;;BOG010701no;Speed sensor;;
BOG010702;BOG010702no;    Rueda fónica;;BOG010702no;Phonic wheel.;;
BOG010703;BOG010703no;    Aparellaje eléctrico;;BOG010703no;Electrical gear;;
BOG010704;BOG010704no;Sensor de temperatura;;BOG010704no;Temperature sensor;;
BOG010705;BOG010705no;Sensor de vibraciones;;BOG010705no;Vibration sensor;;
BOG0108;BOG0108T70;Puente;"Reparación de Puentes mediante soldadura, reaprietes de tornillería, etc... 
Cualquier actividad sobre la caja de grasa se imputaria en BOG0103";BOG0108T70;Axle bridge;"Repair of bridges by welding, retightening of fasteners, etc... 
Any activity on the axle box should be allocated to BOG0103";
BOG0108;BOG0108T72;Puente;Repintado de puentes como consecuencia de impactos de balasto u otros objetos en vía  ;BOG0108T72;Axle bridge;Repainting of bridges as a consequence of the impact of ballast or other objects on the track  ;
BOG02;BOG02no;Suspensión primaria;;BOG02no;Primary Suspension;;
BOG02;BOG02T16;Suspensión primaria;Regulación de altura de Resorte metaelastico o helicoidal de suspensión primaria mediante calas ;BOG02T16;Primary Suspension;Adjustment of the height of the metaelastic or helical spring of the primary suspension by means of shims ;
BOG02;BOG02T79;Suspensión primaria;Inspección sin encontrar anomalía de elementos de suspensión Primaria como resortes helicoidales, resortes metaelasticos, amortiguadores, sistemas deguíado de caja de grasa, limitadores de carrera y todo tipo de sujeciones, tornillería, pines, guías, asientos elasticos, silentblocks, etc...perteneciente a estos.;BOG02T79;Primary Suspension;Inspection without finding anomaly of Primary Suspension parts susch as helicoidal springs, rubber springs, dampers, axle box steering system, bump stoppers and their fixings, fasteners, pins, guides, elastic seats, silentbloks, etc... ;
BOG0201;BOG0201no;Sistemas de resortes;;BOG0201no;Spring systems;;
BOG020101;BOG020101T62;    Resortes helicoidales;Sustitución y desecho por rotura de espiras, puntos de descarburación o perdida de propiedades de Resosrtes helicoidales de suspensión primaria;BOG020101T62;Helicoidal spring;Replacement and disposal due to breakage of turns, decarburisation points or loss of the primary suspension's helical spring properties;
